"id:ID","postalCode","uuid","state","city","id","district","line","text"
"475","4628","13200901-7dfe-4e91-8c64-b2577162654e","IN","Indianapolis","Address_1","-","Lilly Corporate Ctr","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America"
