"isEnabled","uuid:ID","id"
"True","d15df53a-d04e-44a1-84e9-9b3b81a3ef92","ResponseCode_1"
"True","18b5be9d-0b37-464d-9c50-c5dd1ebf11cc","ResponseCode_2"
"True","4aa036ae-b7ba-4e92-a0ce-2d526490d771","ResponseCode_3"
"True","7794677d-8c4a-42d6-bc56-ce9e94699b46","ResponseCode_4"
"True","28dbd091-e9d2-4488-9d51-664c254970d4","ResponseCode_5"
