"uuid:ID","id","value"
"6645ee1e-ba83-4c45-af26-7b2528c4cfa3","Quantity_3","1.0"
"644fba15-7327-41c7-85a7-fe057ce09486","Quantity_1","14.0"
"2394d50b-ef19-4b17-b82e-623538d9129b","Quantity_2","12.0"
"c3716cef-9fc6-4459-9b24-471b4c4b5729","Quantity_6","1.0"
"262d7007-c5a4-4db9-b724-d03640c60c66","Quantity_4","14.0"
"5ee43ccb-7d18-40d1-a5d3-7e1e6eeb036b","Quantity_5","12.0"
