"maxValue","minValue","id","isApproximate","uuid:ID"
"120.0","120.0","Range_2","False","fd8d3b10-7f6e-4590-9fa4-0a660e4efbfc"
"100.0","100.0","Range_1","False","1291e538-426d-406f-a2e9-032126d209c3"
