"id","instanceType","uuid:ID"
"StudyCell_1","StudyCell","bef45a83-4a8b-43e8-9cf4-00359e0c0f5e"
"StudyCell_2","StudyCell","d53d05bb-5932-4025-8a4d-a7264b6deea6"
"StudyCell_3","StudyCell","2cbe4443-885c-4a6f-b523-45a15701ace6"
"StudyCell_4","StudyCell","4b79bce9-cc85-452d-bfe0-440ebfb0c888"
"StudyCell_5","StudyCell","cc45b04c-0bed-4ab8-8bbe-e821c74283d4"
"StudyCell_6","StudyCell","45b3f405-8a3e-4dd2-9d23-c44f7160c06e"
"StudyCell_7","StudyCell","a1b0407f-b10a-4dc8-a314-f007513aed0c"
"StudyCell_8","StudyCell","94ff7618-95fc-449c-9f96-72c41ac5aac8"
"StudyCell_9","StudyCell","fa7c1c2d-11cd-4a77-a8d7-08994719cbc8"
"StudyCell_10","StudyCell","31ad5a06-c5ae-40e0-a3db-9398bc99db02"
"StudyCell_11","StudyCell","49a84008-b17a-49f0-9390-df8acd263815"
"StudyCell_12","StudyCell","69bced75-6107-4e40-92ab-e81548266495"
"StudyCell_13","StudyCell","a3ac4c00-f1af-4f93-a172-687f3b0e6c9c"
"StudyCell_14","StudyCell","1728fd43-4056-443c-88a6-8bb775cf1969"
"StudyCell_15","StudyCell","f0f58b3e-f989-4f5a-9666-d466ab573c81"
