"instanceType","id","maxValue","uuid:ID","isApproximate","minValue"
"Range","Range_2","300.0","0745d952-bef3-422a-add7-88af5b78fa4b","False","300.0"
"Range","Range_1","300.0","cca67c2d-a530-4003-81a8-a674c3e94b39","False","300.0"
"Range","Range_3","100.0","b016e33f-e0e2-4f65-ba64-274be04b5c7c","False","50.0"
