"uuid:ID","id","isEnabled"
"8b8b45e5-cf13-4625-8532-8f527bc64da8","ResponseCode_1","True"
"717ad962-7a63-47a3-bc5c-49ea9841c5f4","ResponseCode_2","True"
"06adaab7-b04c-4c4e-87a5-ca50c2e10892","ResponseCode_3","True"
"dde3b5ad-df88-49cc-bf9f-8adba0f5cc1b","ResponseCode_4","True"
"e4cf16c3-89bf-468a-be5d-8b495b11e5c7","ResponseCode_5","True"
