"uuid:ID","id","value"
"a0e80531-c1f6-45e7-9809-9f1304bfab5c","Quantity_3","1.0"
"f76bd856-705d-4307-b623-e78ee1e8c8cb","Quantity_1","14.0"
"912882c9-4987-4f87-a6bc-600344bfe772","Quantity_2","12.0"
"696451e8-b151-4ee3-af3b-40257478387d","Quantity_6","1.0"
"44393ed9-cfce-4eb4-9232-a2eeee3a4fe6","Quantity_4","14.0"
"020c04eb-40e0-4c08-8967-20707b367c49","Quantity_5","12.0"
