"uuid:ID","id","minValue","isApproximate","maxValue"
"42f3f29e-3c2d-42fd-baf1-18c3c940afb6","Range_2","120.0","False","120.0"
"d710740a-9d71-40fe-9c05-8820c0a7ec21","Range_1","100.0","False","100.0"
