"uuid:ID","label","description","id","name"
"fe7568d3-c237-4663-b94c-a142cd54cf58","","","StudyCohort_1","COHORT1"
"c8f0cba9-633c-4d23-a315-6c67e6d67fc0","","","StudyCohort_2","COHORT2"
