"uuid:ID","otherReason","id"
"09a1a797-024b-43a5-8216-c5901048489e","Fix typographical errors","StudyAmendmentReason_5"
"22cb2df2-2fe9-4951-a571-3c64f62860f3","","StudyAmendmentReason_3"
"db7d4c03-ab83-4ea7-aabe-eef054a22b2c","","StudyAmendmentReason_4"
"b2fd246b-8b60-4799-9283-bd8ed7bec30d","","StudyAmendmentReason_2"
"36c21343-6981-44cd-93bf-d4f5d697e9d0","","StudyAmendmentReason_1"
