"maxValue","uuid:ID","id","minValue","isApproximate"
"300.0","d1109cd7-2db3-4c10-bc2e-f75c1f8da956","Range_2","300.0","False"
"300.0","1e06f2d5-ae2b-4da7-a5ec-4fb7c032752f","Range_1","300.0","False"
