"uuid:ID","id"
"09566bfc-26ec-45d2-82a1-e174618c0d95","StudyCell_1"
"5048ddfd-b9f8-4acc-bbde-c09cceb077b7","StudyCell_2"
"a37c617f-0be3-4ee9-bbfd-3e087c3e5d86","StudyCell_3"
"351f699c-589e-407a-81ae-13fc93f536dc","StudyCell_4"
"899e7257-2da3-4f24-9c67-4e5948b9f7aa","StudyCell_5"
"5e37dda0-ae34-4ee1-b470-aa3051148acb","StudyCell_6"
"f14f68fc-b7f3-4d5a-b6f5-faf7e2f40d12","StudyCell_7"
"603f6b59-2e05-4a1a-8847-1b1174e6f066","StudyCell_8"
"f10bfa66-403f-46c6-9ecd-76530efb023c","StudyCell_9"
"b6f19963-f6bf-4de9-9faa-649043f35ff5","StudyCell_10"
"01041502-3bfd-4826-9025-49c8bc6248ec","StudyCell_11"
"63b3cc26-e5fa-43c0-9d5a-034d9f4a7fdf","StudyCell_12"
"d882e264-e291-4107-88b9-a96dbdf68974","StudyCell_13"
"9cf4c03c-639a-4f90-901b-a68fad861f2d","StudyCell_14"
"01e0e659-20d1-489c-b5f9-2acee6ee4a6e","StudyCell_15"
