"postalCode","state","district","uuid:ID","id","line","text","city"
"4628","IN","-","f0fd9c9a-bb8c-4a16-b278-31d38c0bfa6f","Address_1","Lilly Corporate Ctr","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","Indianapolis"
