"code","id","uuid:ID"
"","GeographicScope_1","2c33da14-4230-4eb8-b3a8-a643f371d275"
"","GeographicScope_2","80242424-53ac-4382-a36f-3113e7d59b56"
"","GeographicScope_3","84f49e35-9b6f-42d1-9e0a-0241147d2b3a"
"","GeographicScope_4","9ede68cc-483f-4fe2-b3bf-9026592e93a3"
"","GeographicScope_5","2c8bc30e-b672-4906-b046-a2adeab18bc4"
"","GeographicScope_6","50d1c88b-c42e-4e7e-98c0-7215d2eaabba"
