"uuid:ID","instanceType","id","isEnabled"
"8426c3f0-afb1-48a2-8628-4c317c99e16c","ResponseCode","ResponseCode_17","True"
"4e0fd9b8-5d24-4a6c-83d6-89648bead419","ResponseCode","ResponseCode_18","True"
"b76b5bcc-0aeb-458c-899c-c7eb4a650c8d","ResponseCode","ResponseCode_19","True"
"4d77efab-a9d5-4b6f-85a4-d5bc43af549e","ResponseCode","ResponseCode_20","True"
"d16265e5-21e0-494e-bd0f-5c9c1ac82122","ResponseCode","ResponseCode_21","True"
"36a9452e-082f-4ddb-8d2f-5d4c8389ba36","ResponseCode","ResponseCode_22","True"
"136b9c75-2a8e-4812-877f-2fa2e13045da","ResponseCode","ResponseCode_23","True"
"c3a7bdf0-c796-4400-8407-920240aeceeb","ResponseCode","ResponseCode_24","True"
"335c7e4b-f8ba-4e06-82c9-01f0b953b88e","ResponseCode","ResponseCode_25","True"
"a51afff6-64c7-491b-b4f7-8a26c60e99d1","ResponseCode","ResponseCode_26","True"
"daaf83c8-97fd-4d08-88ba-7d72a141ee39","ResponseCode","ResponseCode_1","True"
"b2c4e4dc-96e2-423f-813e-5f7175c73fbe","ResponseCode","ResponseCode_2","True"
"0c46a260-b649-49d4-8b64-1251dc245669","ResponseCode","ResponseCode_3","True"
"11edb6f7-6353-42d3-9b99-ff96de1b54da","ResponseCode","ResponseCode_4","True"
"fedb990a-528a-4df6-af93-d1c346d6409e","ResponseCode","ResponseCode_5","True"
"e7f96ba0-9a5b-4ce9-abb9-81441b938051","ResponseCode","ResponseCode_6","True"
"bd74ab1c-88da-4361-8cb4-2633561cafa3","ResponseCode","ResponseCode_7","True"
"fc31e112-ed49-45e0-a5a6-9156701bd36e","ResponseCode","ResponseCode_8","True"
"31a8fc4c-e428-4785-acba-9a3eee6483a9","ResponseCode","ResponseCode_9","True"
"0ee8b9a5-985d-4cf2-962f-b4c1892a7484","ResponseCode","ResponseCode_10","True"
"f31c6b64-a1c9-45e6-a5c3-ff44f1c07252","ResponseCode","ResponseCode_11","True"
"6c8a9dc2-f7d0-4a01-a324-855d77cda349","ResponseCode","ResponseCode_12","True"
"e014404a-8314-4c47-9090-983a3c044c72","ResponseCode","ResponseCode_13","True"
"168c22ec-33c9-4f3b-a84a-d37a98f3d1da","ResponseCode","ResponseCode_14","True"
"ebacb602-9bc7-4bde-9088-0202a4c52d4b","ResponseCode","ResponseCode_15","True"
"8def8307-794b-4f0e-a0c2-fee1eff8e7c0","ResponseCode","ResponseCode_16","True"
