"maxValue","instanceType","minValue","id","isApproximate","uuid:ID"
"300.0","Range","300.0","Range_2","False","59df9a77-b065-40ac-8118-7ab81cc87411"
"300.0","Range","300.0","Range_1","False","735971ff-b66f-4550-89c2-1721c5e543ec"
"100.0","Range","50.0","Range_3","False","9cf7e7d9-7e9b-42b1-8a31-ed873e026464"
