"id:ID","id","standardCodeAliases","uuid"
"314","AliasCode_1","[]","80f03b28-fd41-4130-8679-afda62071daa"
"315","AliasCode_3","[]","d243f5ec-2fa6-4225-8e9a-b1fd23d16b25"
"316","AliasCode_4","[]","b5700f2a-3d3e-4192-8991-5ff042f12aef"
"317","AliasCode_109","[]","47065b23-dd6b-4b5b-bd8f-5d78c90bf44a"
"318","AliasCode_110","[]","703c1de5-c1bc-4a66-b0c6-44e0439e46bf"
"319","AliasCode_111","[]","e66a2a96-451c-41d5-954a-d8d61c82d440"
"320","AliasCode_108","[]","20bca5b8-661c-41e7-971d-fdda1582bbf2"
"321","AliasCode_113","[]","0e230f9b-b423-4c39-b960-8518df29e605"
"322","AliasCode_114","[]","171f28c6-abba-41a3-97dc-6f104857dc18"
"323","AliasCode_112","[]","533510e6-09ab-4321-9b15-df292eda4d9f"
"324","AliasCode_116","[]","3f10b24a-5747-4e54-bc2d-f845add906ed"
"325","AliasCode_117","[]","b0e640c7-0375-40eb-ba37-52b6b4457b20"
"326","AliasCode_115","[]","4725581d-a89a-4462-a084-64718ba61a8e"
"327","AliasCode_119","[]","f8a2134a-d713-49a3-8d9f-30b142292626"
"328","AliasCode_120","[]","43823ab4-2482-429c-bfc8-178185716f7c"
"329","AliasCode_121","[]","a79ec887-387a-4c9d-b34e-bf471f9d5bb6"
"330","AliasCode_122","[]","5f2717c8-590a-48cb-b6e6-148c65ca3c1f"
"331","AliasCode_118","[]","0073baa0-fc55-45e5-858a-e923a9fa416f"
"332","AliasCode_124","[]","052eae6d-e687-43b3-9dca-65df15c64cc6"
"333","AliasCode_125","[]","4d99997a-40f2-4b45-bec6-02f773e6f307"
"334","AliasCode_126","[]","fa21a430-240b-44d5-893b-1abf8a330303"
"335","AliasCode_127","[]","ec1f4ab3-5a87-4bd6-a366-8cd87a16e5c7"
"336","AliasCode_123","[]","446f74d2-8e66-41cf-9e8b-1506caedb87f"
"337","AliasCode_129","[]","be6f50e4-6c17-4455-b22f-4aa95d46b86a"
"338","AliasCode_130","[]","36e2525c-c742-4983-95ac-0a1c761948c7"
"339","AliasCode_131","[]","cf91023e-6339-4544-94ac-044767199e98"
"340","AliasCode_132","[]","0d8e8fe3-79bb-428f-af4c-adfd4df665c7"
"341","AliasCode_128","[]","94218776-f380-42b7-aaac-943d62f08bb7"
"342","AliasCode_134","[]","08ac13d7-19b1-4407-be82-7d40be484671"
"343","AliasCode_135","[]","d13089de-b913-4cbd-a5be-2ef96911ff2c"
"344","AliasCode_136","[]","eedb0e11-f429-4d54-aaa7-6f394a866de5"
"345","AliasCode_137","[]","d3b20fa6-1c64-4255-b8eb-1c687c90a489"
"346","AliasCode_133","[]","5497ba89-45ba-4715-8059-ef2b9510d84b"
"347","AliasCode_139","[]","df14fbd1-a557-49a8-8593-72a6dab1e4c1"
"348","AliasCode_140","[]","ddd6e247-84bf-48dd-ab97-442edd6f9e24"
"349","AliasCode_141","[]","bfc4a167-ce3a-4d5a-b850-9d5ce7e0d53e"
"350","AliasCode_142","[]","55fb737b-6cf7-4d72-b129-260dc21389cf"
"351","AliasCode_138","[]","e71a3b10-572f-4500-8371-ab7d94ca0472"
"352","AliasCode_144","[]","1f7231ac-2e60-4822-839c-d44f8be21baf"
"353","AliasCode_145","[]","875fa0c4-d5e4-4826-a622-e07ceb63e2b4"
"354","AliasCode_146","[]","fb25e60c-5db7-4a3c-bb34-58401edf6c2b"
"355","AliasCode_147","[]","f4edd529-5213-4c40-a1e9-a7a51c86c2aa"
"356","AliasCode_143","[]","39f0cbc1-2bbe-4ef7-8444-252c259d931d"
"357","AliasCode_149","[]","3214d6f1-10bf-4b66-a487-c85e7db3f66e"
"358","AliasCode_150","[]","9faa104d-abe1-4af6-bb7a-25563e45b1ca"
"359","AliasCode_151","[]","5fbc2f62-82a9-4925-a96c-7fa05edd4532"
"360","AliasCode_152","[]","a59313ee-f28b-4629-99a2-f342bdd3d57f"
"361","AliasCode_148","[]","ad2db755-5211-40e9-9932-983c0cef12d8"
"362","AliasCode_7","[]","5d86b006-06e9-47d8-8ba1-7009dfa4d958"
"363","AliasCode_8","[]","dec7b76e-1ac6-405f-bf22-282297da54e5"
"364","AliasCode_9","[]","9dd7b46d-dd0c-4424-b6d4-44566e0eaddc"
"365","AliasCode_10","[]","832eb94d-3945-4595-89ed-d6fa2701d735"
"366","AliasCode_11","[]","794b242a-8db2-4712-a6c0-7122c4fef53c"
"367","AliasCode_12","[]","2d91a521-145a-43b3-b6b1-b6e7bbf2ca8a"
"368","AliasCode_13","[]","f244a414-460b-44f3-a843-2ac7da3fed4b"
"369","AliasCode_14","[]","bc65d0c8-5c05-4745-9eb6-50f36786bb70"
"370","AliasCode_15","[]","f3bacebf-53f3-4b27-b709-8d9876baae1f"
"371","AliasCode_16","[]","98d26649-361c-411a-9947-b14b23ee19fa"
"372","AliasCode_17","[]","4f0369e3-bc81-420a-a5bd-f2cf359facac"
"373","AliasCode_18","[]","ceef81a7-93a9-413c-8560-d9669aeba4c3"
"374","AliasCode_19","[]","88343bcd-3f02-4100-a82b-72df6b08c27e"
"375","AliasCode_20","[]","f444002f-47ed-430a-8be9-c82c597ea79b"
"376","AliasCode_6","[]","91b18ee7-d8db-4e0d-a0d0-dcbdcbe5aa22"
"377","AliasCode_22","[]","50c5b41a-aa28-4653-88c1-72e367f039b3"
"378","AliasCode_23","[]","f308f205-a05e-4b9c-b0cf-1a934e758bb3"
"379","AliasCode_24","[]","0340b6f2-4310-49c7-b417-0a9260ede9fc"
"380","AliasCode_25","[]","d1940711-145d-4ab2-a0e6-fa573851d36d"
"381","AliasCode_26","[]","121b1be5-c5a8-47fb-a6ce-78ede92c0516"
"382","AliasCode_27","[]","fd13b16b-0902-42d0-b478-3147502a7b7a"
"383","AliasCode_21","[]","d1905bab-cb61-4ac9-aa5b-b157edefd304"
"384","AliasCode_29","[]","70dffe04-fa3b-492b-8b2a-8713a902585d"
"385","AliasCode_30","[]","a747e797-1628-4b33-b471-8eeb763fe8ca"
"386","AliasCode_31","[]","ed391827-3fd8-4004-a92c-2ba6aad0a097"
"387","AliasCode_32","[]","3488934b-2d03-48b5-a06f-8fd18406f5cc"
"388","AliasCode_33","[]","d0bbd1d9-f4e5-488f-8a8b-87787d72affd"
"389","AliasCode_34","[]","00dac99f-0880-40be-83d3-b0636d53e0c5"
"390","AliasCode_28","[]","68b662dc-6660-4a14-8279-a0e824d0197c"
"391","AliasCode_36","[]","d647abbf-805f-49ee-b08c-8f57cf262036"
"392","AliasCode_37","[]","5e84a82e-fb8d-4b3e-a29e-09532e519aad"
"393","AliasCode_38","[]","f2c5a61b-cc98-431f-9e44-9855c40e0945"
"394","AliasCode_35","[]","96dd8035-a11b-4241-b425-509a7be6dec3"
"395","AliasCode_40","[]","69bfbbfd-d430-4098-a882-6389e3ea595b"
"396","AliasCode_41","[]","ec5e9aea-6211-4a36-95dd-5cca06a0dc5f"
"397","AliasCode_39","[]","fd222b3b-f86e-49b3-85f8-ae7f97d28701"
"398","AliasCode_43","[]","1eb0e4b3-a6ea-41c8-9061-a436fbc111f8"
"399","AliasCode_44","[]","fc060263-154d-4048-842a-1cfb18fc7a90"
"400","AliasCode_42","[]","66d344bb-c795-4c80-ae78-b8f1aff7dd08"
"401","AliasCode_46","[]","31416c89-694d-4c6b-9270-7d9728769f88"
"402","AliasCode_47","[]","d32cdfcd-642e-45d3-b655-0c8be06e883d"
"403","AliasCode_48","[]","3034cbeb-f6b2-4f73-be1c-18e390d26d7f"
"404","AliasCode_49","[]","23bbb50f-6f46-4964-96a6-14e886ff77fb"
"405","AliasCode_45","[]","1dfc5bea-af1a-4989-b70f-e64f604de5bb"
"406","AliasCode_51","[]","8215f266-11ef-4456-8c33-387dca2b5e11"
"407","AliasCode_52","[]","aae48453-084a-42db-b704-7919f26248d1"
"408","AliasCode_53","[]","921f10ad-4fab-437f-b590-8c5b21fbc849"
"409","AliasCode_54","[]","a31f5c5a-bc5a-4a2a-8826-dea17af37a89"
"410","AliasCode_50","[]","7a5431aa-8128-4778-aef0-cd77097f2efa"
"411","AliasCode_56","[]","878a11fd-4373-4ea9-8f55-a13a2e748a10"
"412","AliasCode_57","[]","a0f7c9b9-d150-43af-8350-27073504a746"
"413","AliasCode_58","[]","3229da0f-8135-4691-9a7b-d923ed018583"
"414","AliasCode_59","[]","2ce4d3dd-0b8f-4481-8927-f4d739abc284"
"415","AliasCode_55","[]","df30efd5-c6ee-419a-9b04-1ff1c5c53a11"
"416","AliasCode_61","[]","b0187fee-c63b-4d22-8189-56c444bddd1d"
"417","AliasCode_62","[]","2dd3336a-6bff-43e0-a5e1-c09dced2dc50"
"418","AliasCode_63","[]","976b03ac-0522-4399-b711-13425c38056f"
"419","AliasCode_64","[]","e70e5e91-1112-467d-a696-3d3e446f154a"
"420","AliasCode_60","[]","69bd5922-e742-4bdf-a37f-83e6b6917e3d"
"421","AliasCode_66","[]","efb9f823-0b58-4186-93f9-80c449a6040f"
"422","AliasCode_67","[]","8e3a0a0d-794c-4a7d-82af-7d0e6c52bf0c"
"423","AliasCode_68","[]","d87e8fdc-5186-4426-b89f-3717777d8a37"
"424","AliasCode_69","[]","173001bb-e536-4851-a906-94ab59a2301f"
"425","AliasCode_65","[]","7613384c-6ad4-44a7-b35d-d6cf03dd6e3a"
"426","AliasCode_71","[]","57c8cbee-e567-4aef-9c4f-bd5082b17754"
"427","AliasCode_72","[]","8d3a2dad-f51a-47bd-b989-56c180888451"
"428","AliasCode_73","[]","b59d72a4-555c-40c4-847a-9e35ff112a4e"
"429","AliasCode_74","[]","b71b6c38-0bfc-420a-8459-f078786e899d"
"430","AliasCode_70","[]","d5bb357b-098a-4842-aaa0-568b5c55fdb6"
"431","AliasCode_76","[]","7663adeb-56cd-42f3-8189-f9e740ae697e"
"432","AliasCode_77","[]","45a8d675-5ed9-48bb-b404-9ccc8b22fded"
"433","AliasCode_78","[]","f3aa638d-f2bf-4763-9934-04532c4bf440"
"434","AliasCode_79","[]","25dd6df9-df50-49dd-9d29-08a27945f7f9"
"435","AliasCode_75","[]","52b6b750-11e6-444d-a217-844c4ce4a3e1"
"436","AliasCode_81","[]","35a3a886-1fa6-4e46-b2bc-575898a35d90"
"437","AliasCode_82","[]","d2652f94-5b22-4d81-a2de-ab2f514bea9d"
"438","AliasCode_83","[]","21456ef2-0170-41a3-880b-7c78e8a34ff1"
