"line","uuid:ID","id","district","state","text","city","postalCode"
"Lilly Corporate Ctr","624e57b3-9b2f-418f-8a3f-40249a785a5a","Address_1","-","IN","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","Indianapolis","4628"
