"isApproximate","uuid:ID","id","maxValue","minValue"
"False","cf53722b-0d98-45f4-a501-3943d0f7b5e0","Range_2","300.0","300.0"
"False","10ebd8c6-c93b-4e99-82b5-092a4ba98748","Range_1","300.0","300.0"
