"description","name","label","id","uuid:ID"
"","COHORT1","","StudyCohort_1","38214dda-5170-455f-8515-84f671f74445"
"","COHORT2","","StudyCohort_2","efe24769-a870-47df-9e66-03a7a2b321ba"
