"isEnabled","uuid:ID","id"
"True","cd39a7cf-8a87-4471-9a36-3636059668ea","ResponseCode_1"
"True","33e07d51-ad64-4007-b174-e13b579aaacd","ResponseCode_2"
"True","5ceb9069-925f-4092-a78b-a23d61ffc017","ResponseCode_3"
"True","f946ad58-8286-4a22-a1e9-fe4e600f028c","ResponseCode_4"
"True","f2f5a05c-4802-41b5-b681-bd61f832c4f7","ResponseCode_5"
