"uuid:ID","id","value"
"c11bb7b1-9fdc-46ab-a35f-5d353188b4e9","Quantity_3","1.0"
"8d907f20-f922-41ff-a798-85121fae1325","Quantity_1","14.0"
"fc7a9133-be3e-4975-b4b6-7ae528634303","Quantity_2","12.0"
"adf5c17a-5c15-48ed-81b7-6509af68a5c2","Quantity_6","1.0"
"057b0051-0996-4557-b4e8-a5c1da3fdeec","Quantity_4","14.0"
"7afe309a-c7c3-4aa9-ab69-caa7499960de","Quantity_5","12.0"
