"id:ID","uuid","state","district","line","id","city","text","postalCode"
"475","959444c9-c52f-4b32-8152-0278fd4e7a02","IN","-","Lilly Corporate Ctr","Address_1","Indianapolis","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","4628"
