"id","otherReason","uuid:ID","instanceType"
"StudyAmendmentReason_1","","56d4b5d1-431f-4f1c-adcf-3aba05a0e3f4","StudyAmendmentReason"
"StudyAmendmentReason_2","Fix typographical errors","91c70cc2-b12f-4b37-aa7e-5384a6a8e235","StudyAmendmentReason"
