"uuid:ID","instanceType","isApproximate","minValue","id","maxValue"
"9fc9f961-5078-40d0-bec0-a8c10e5ce70c","Range","False","300.0","Range_2","300.0"
"ed0f178f-736b-4b1d-8c74-6fbab9c34316","Range","False","300.0","Range_1","300.0"
"c13d9656-3c79-4eb5-a4bd-1b689435f0d0","Range","False","50.0","Range_3","100.0"
