"uuid:ID","id"
"2bf3dee0-f901-4f25-9484-d35effedb9f6","StudyCell_1"
"e01edd47-5a41-41f7-802b-c479672e7e4c","StudyCell_2"
"3c23641a-dedf-4c30-98a5-ea46821a08ad","StudyCell_3"
"e5a607c8-6bee-4d1b-8f07-6439c5b15b25","StudyCell_4"
"ecaeaacc-802a-4ff3-880f-48a6a04d0530","StudyCell_5"
"b355b551-59a8-4a26-8260-5807d80d9b32","StudyCell_6"
"5f425dc1-21a4-425e-bc94-b61c678ce7a7","StudyCell_7"
"e39956e9-418f-433d-b255-f145cc2a9927","StudyCell_8"
"d5f05f1a-a210-4b66-b844-6075afb031c6","StudyCell_9"
"b7c9ee0f-9994-485d-a2d4-37624aa783e8","StudyCell_10"
"30403ff3-0087-4468-b2c8-12b1a196478c","StudyCell_11"
"fea57fb0-ee0b-4155-a82d-722626f2475c","StudyCell_12"
"b82f296a-3b08-4ad6-940b-9085bd48cc0f","StudyCell_13"
"c1c3f09e-9de6-48b3-b73e-faa9382954a1","StudyCell_14"
"69a1fdf0-15a6-4c8d-9145-dcae8ee8fab0","StudyCell_15"
