"uuid:ID","id","standardCodeAliases"
"60198f31-c911-4b1d-829e-e3bec35f5a51","AliasCode_1","[]"
"116d0cc8-cb92-42f3-8a34-3a1a7f5bc961","AliasCode_3","[]"
"e6672e2c-2f57-459b-8d4d-43aeb74c9a23","AliasCode_4","[]"
"cbf23ac1-eab0-4866-b9df-ba636b7f5e9c","AliasCode_109","[]"
"aac7c178-b74c-4608-8892-ff3f26ffa7ba","AliasCode_110","[]"
"d05950c6-48fa-4b9c-ad79-f99a81e740f3","AliasCode_111","[]"
"0f953bea-41c5-4194-92d7-05527dfafd82","AliasCode_108","[]"
"5f3fd3e5-720b-4b26-873b-99a3b61c606f","AliasCode_113","[]"
"1282b585-62b0-4ec1-9d43-dbf6ce84bbf5","AliasCode_114","[]"
"5d63af7b-6ba0-42d8-8732-829a9a9eccc8","AliasCode_112","[]"
"723d83dc-5687-4663-8506-4ef120503fb9","AliasCode_116","[]"
"23a5604d-80e7-408a-88fc-001f75e7a63d","AliasCode_117","[]"
"c19577e8-0538-45f3-8138-57258a7b8de9","AliasCode_115","[]"
"3ad3d720-8bc4-4af8-85b2-79c6c11991f1","AliasCode_119","[]"
"42d90883-4925-496b-bd15-8c17b5d6fcb5","AliasCode_120","[]"
"1c227133-a9b8-455b-a8ae-45fc48da5090","AliasCode_121","[]"
"bddf7728-6f9d-48d1-be6c-2f762dd86fcb","AliasCode_122","[]"
"c189d637-52cb-48b5-a43a-83f68a521d76","AliasCode_118","[]"
"448ef568-ee55-4216-8649-8771ff479e04","AliasCode_124","[]"
"0aad193b-1fca-4b41-bab7-f783cd2ff5ad","AliasCode_125","[]"
"f03b93c9-35fb-43b9-a188-d64eadf07ced","AliasCode_126","[]"
"ef73743b-abe9-49fb-9fff-752f8f3a87d3","AliasCode_127","[]"
"19c97251-806d-4fb4-a267-3ac02a9f1c37","AliasCode_123","[]"
"8f07a37a-34f5-4b88-8a76-c568ad54a774","AliasCode_129","[]"
"61afab2b-571f-4fac-a0dc-bc9e4b12b286","AliasCode_130","[]"
"8b472cf9-2366-46b1-89b8-7825adfd1e7c","AliasCode_131","[]"
"dc12ac8a-e028-4138-8f74-e6e6842abaac","AliasCode_132","[]"
"10c202b1-bb24-434d-8ab1-8a7fc0bd6193","AliasCode_128","[]"
"961ef2b2-05a0-44a8-bd68-7f3302b40dfb","AliasCode_134","[]"
"a3546466-99a8-4da7-b2c3-1365cdc451db","AliasCode_135","[]"
"6a943f94-3fa4-4288-bda2-1f86f6a5e9aa","AliasCode_136","[]"
"b4ac476c-803f-41d1-9958-aa6f7bce8bb1","AliasCode_137","[]"
"8c666a07-fa3e-483d-b2d1-273e54831c90","AliasCode_133","[]"
"28675ba0-8e64-467c-8cf3-1dd077d3e67c","AliasCode_139","[]"
"1213a729-ffde-44e1-8fbb-4a428e03589b","AliasCode_140","[]"
"b0a7b325-f922-46e3-b7ab-60c471c98c7b","AliasCode_141","[]"
"08589b2b-e3ff-4ee6-ab34-1059ba15fcbd","AliasCode_142","[]"
"1126594e-ae08-4291-ae1c-ca34569d60bf","AliasCode_138","[]"
"400adb6a-a515-4f90-a957-c64218bdbfd5","AliasCode_144","[]"
"df71d9cb-b831-468f-9f53-cab607e35193","AliasCode_145","[]"
"097841d4-4626-41f0-a274-f06b8be78af1","AliasCode_146","[]"
"e53a02ee-11db-4014-b9d5-10f9fc9897b8","AliasCode_147","[]"
"e0b7fe6f-e53d-4fc7-9c4b-d673b961b92e","AliasCode_143","[]"
"67a87b9c-3eb3-4034-ad2e-60b8e62c082e","AliasCode_149","[]"
"65ecbd37-d1d0-4ea3-b247-0dba5fc7db01","AliasCode_150","[]"
"2fc2d8cb-3066-4957-b1e4-40b2586369bc","AliasCode_151","[]"
"e1528d44-04f3-4c52-84f1-c1b4f0d4052f","AliasCode_152","[]"
"fa99c52a-d8a3-4808-a89f-20d7ab94cb14","AliasCode_148","[]"
"06e4f01e-6545-499a-82d9-ed891b17da3a","AliasCode_7","[]"
"d6a9e870-59ca-4c05-afc5-690cc6992186","AliasCode_8","[]"
"c0fb5be4-7ea8-4383-aa01-2f50a08fdf9a","AliasCode_9","[]"
"22c656e4-9b13-4d13-b39f-079f8c69a7e4","AliasCode_10","[]"
"57a5ede2-3df9-404f-9234-ed1ac881486d","AliasCode_11","[]"
"fe69c313-19e1-4683-bb39-d2bd8ff6b808","AliasCode_12","[]"
"bb8c7ef2-9fd1-408d-827d-8d814e14714d","AliasCode_13","[]"
"b276dfeb-14ec-4019-bee6-b95855373f24","AliasCode_14","[]"
"4d3c803d-3603-42d0-b0c1-022bad29bf6c","AliasCode_15","[]"
"7ad7d2cb-6959-46c7-9fef-f4af766d59bf","AliasCode_16","[]"
"0c6f5c9a-8525-40b6-af83-85f35290453b","AliasCode_17","[]"
"234d9c5e-d4d4-4aa2-9268-e3a500e77473","AliasCode_18","[]"
"6c9b1af7-4406-4937-928e-9f2b858b2db5","AliasCode_19","[]"
"91e3d043-f9b1-4773-81be-7c78adfd593f","AliasCode_20","[]"
"012b8faf-3d39-429f-bfc3-a5b6d0f0df6f","AliasCode_6","[]"
"04e3007a-8eee-4ecc-af4d-ecb9b95b0f6c","AliasCode_22","[]"
"a7bb5c64-2138-472f-8574-cf65986b10e3","AliasCode_23","[]"
"1b60244a-56cf-45d8-8426-b58ff53ca42b","AliasCode_24","[]"
"b0558be2-e5c5-4228-a030-f7fab570e5eb","AliasCode_25","[]"
"ed4c18da-335d-4293-9df5-cecb802552e6","AliasCode_26","[]"
"8ef0e5f5-e434-4b0a-8417-c8f781c36483","AliasCode_27","[]"
"5c27ca5d-a366-455b-be04-fff0a8a54a93","AliasCode_21","[]"
"151b3a2b-88ab-4953-a5ff-9c6b016ff290","AliasCode_29","[]"
"1aa9ba3b-ae5d-4933-b898-8a240390bfe3","AliasCode_30","[]"
"092b2334-5f5a-4760-9876-1c4d4602436d","AliasCode_31","[]"
"c575a174-bc56-442a-9f4f-233fc07d24f2","AliasCode_32","[]"
"9e4a8525-b13c-41a5-9324-93bd782e919c","AliasCode_33","[]"
"b8449afa-f793-4c58-ae06-a9cab9382aba","AliasCode_34","[]"
"8188fd7c-1626-4404-bc9a-4c7d755a0a01","AliasCode_28","[]"
"323f1fcf-61fb-4d04-9822-e25d09b593e2","AliasCode_36","[]"
"6aa8e401-6576-45e5-8199-78b0f9eaaba9","AliasCode_37","[]"
"2aeda67c-a431-4faf-b8da-a04d009e7f46","AliasCode_38","[]"
"1fe0120b-f4c1-4a51-bfe6-e8a9b68ed3d8","AliasCode_35","[]"
"b1f4f2a0-37e8-46be-b186-ab784ad87d69","AliasCode_40","[]"
"60c782c0-b0ed-4670-9c94-ee3bb4b9df44","AliasCode_41","[]"
"d6b35d83-8363-4e96-8f66-595744b4f472","AliasCode_39","[]"
"4d7c5f29-2c61-406a-81e5-3a44d1aeee88","AliasCode_43","[]"
"4b30c542-fa0b-4dad-8a07-85d264d9cfc7","AliasCode_44","[]"
"95e42220-1eb9-4f1e-9751-b82e5413c64c","AliasCode_42","[]"
"ac85068a-9a42-426b-83ce-4eed7e778a9a","AliasCode_46","[]"
"197609ef-de9d-4ceb-a261-c5f7acf8f30c","AliasCode_47","[]"
"c5910d1e-eb90-45ad-bf4b-1597dbb0254d","AliasCode_48","[]"
"bc518e30-7d66-475a-b967-0aa7458550b3","AliasCode_49","[]"
"cc0e5dfd-0c7b-4ce3-8100-59f67cac91b9","AliasCode_45","[]"
"5e6d42fe-37a5-488c-8693-82ee4a14e407","AliasCode_51","[]"
"67ac307c-1309-4be3-abc2-26e4c3f07ca3","AliasCode_52","[]"
"09585df9-7551-4460-9b8b-fd780d7133a8","AliasCode_53","[]"
"f3182390-c019-43b3-8129-73c9f2135b24","AliasCode_54","[]"
"3b6a538a-9077-417a-808e-84c9fee6f004","AliasCode_50","[]"
"1b91548e-ca77-4927-8bd3-b03c41756d04","AliasCode_56","[]"
"9df7cda2-ae10-443f-b93e-41b23d83a5a0","AliasCode_57","[]"
"bb47bce4-c3b7-4de0-a593-2fd93683002e","AliasCode_58","[]"
"edee8dd4-ba13-430f-b747-069b9ae527ee","AliasCode_59","[]"
"4eb925af-e54b-4f20-8e6a-f01671173c5b","AliasCode_55","[]"
"294bafac-5d5a-4031-93d7-b8b7eb3f5d6a","AliasCode_61","[]"
"0c22bfd0-13a6-4b31-85e2-2ec299d7a9e4","AliasCode_62","[]"
"aedfbadf-f477-4c9b-8d0a-1e7ce5550d1e","AliasCode_63","[]"
"51851cea-d567-4b8c-8a7a-56ebbe7b887a","AliasCode_64","[]"
"ccc16654-abd7-4262-9174-7014ccae0e2b","AliasCode_60","[]"
"3b5ebeec-9507-45d4-a0d7-39726a672f1e","AliasCode_66","[]"
"bb1a1f04-e49a-4872-abb4-e8f689e30701","AliasCode_67","[]"
"b5ad9fd4-f617-4da3-a1cc-b20febf578a3","AliasCode_68","[]"
"b9b60739-bd74-4eae-aa40-d4bb2792bebb","AliasCode_69","[]"
"948b7386-9b8a-47d5-9e60-c3ef25cc382b","AliasCode_65","[]"
"f2cf0e3c-eccc-4148-842c-00a18f0791c0","AliasCode_71","[]"
"8d3b9796-db4c-4162-9473-04f07796f634","AliasCode_72","[]"
"a599b216-2002-4785-b28f-a3191e70a370","AliasCode_73","[]"
"3fcb93a7-e51c-431f-beef-ee59b7205f21","AliasCode_74","[]"
"5591119b-c4dd-424b-9e57-fc461f142f11","AliasCode_70","[]"
"71153418-6153-45fb-b53d-94021280ed49","AliasCode_76","[]"
"ea96446a-a795-46dd-9b88-b1bfa5b43876","AliasCode_77","[]"
"1d69ea6b-dea7-42e3-9d7f-7568876b5f93","AliasCode_78","[]"
"d1df7807-9cb1-4c4c-a326-1f1d0a394656","AliasCode_79","[]"
"dcdaf979-45de-45ca-938c-9772c2afb137","AliasCode_75","[]"
"a2063b02-e658-4b0a-b113-5194cb39072a","AliasCode_81","[]"
"ae9e2436-5dd1-4110-9110-3e5907a3c847","AliasCode_82","[]"
"12bb700f-2ffd-4b43-81db-245027684ba2","AliasCode_83","[]"
"9dccc6c5-6723-4b67-bf58-c179195cb2fe","AliasCode_84","[]"
"a33b6001-cd3a-48e2-ad33-35940d8ad5bf","AliasCode_85","[]"
"ad5ba6a0-4635-4ecd-8557-0653afef8c93","AliasCode_86","[]"
"e1527987-c61a-420a-ad63-95e75ffd7db3","AliasCode_80","[]"
"35429d42-666f-43cb-91b9-ef227a1453e5","AliasCode_88","[]"
"94a0b235-0364-45b4-9a26-0866e8393a2f","AliasCode_89","[]"
"f277cc49-72a7-46b7-a339-738d435c92f4","AliasCode_90","[]"
"fcb7806f-69bb-4def-b113-74baa8b22a40","AliasCode_91","[]"
"ae033df7-327c-4772-896f-da739be05637","AliasCode_92","[]"
"3354a8f5-606d-4202-bf59-56c41eb0ffb1","AliasCode_93","[]"
"a908fef3-19e9-4b56-8a4d-12554a7208b2","AliasCode_87","[]"
"1d13f192-9540-4891-8fbf-c0126e0ceb04","AliasCode_95","[]"
"ff78b06a-2ea4-4e53-b5e7-ced257869768","AliasCode_96","[]"
"e91920ce-0884-48df-ac65-81c4de5b52c4","AliasCode_97","[]"
"da8c6be1-688a-4966-bb98-c6abfed8a754","AliasCode_98","[]"
"509c7c46-b706-4e28-bc7c-62c2de2fc6f5","AliasCode_99","[]"
"ab8d4f10-3f60-40b6-a97f-449b82754052","AliasCode_100","[]"
"3a39a188-a623-468d-8f91-333e9f90c225","AliasCode_94","[]"
"656fa21c-9477-4a48-a4b3-a0dd56ba059c","AliasCode_102","[]"
"afbcaf35-b483-4922-b7d4-f924ae8618cd","AliasCode_103","[]"
"bc17ca5e-49a2-4ed3-a321-68261f581f0f","AliasCode_104","[]"
"bfb2f384-c1b2-4404-ba1c-5d6166df240f","AliasCode_105","[]"
"f524994f-f26f-415a-918b-f1e10fe1432b","AliasCode_106","[]"
"04ae4247-4687-4df8-af2f-2e93834095ad","AliasCode_107","[]"
"9c4fed79-0d35-478f-a6f7-b3cb3b7cd9b5","AliasCode_101","[]"
"cc8bca49-55f5-4e76-8890-572c390085e2","AliasCode_5","[]"
"a7fb4d7d-cee1-428d-9a68-ccadf18fc13e","AliasCode_2","[]"
