"city","id","postalCode","state","uuid:ID","district","line","text"
"Indianapolis","Address_1","4628","IN","e2e9669c-357e-496d-b680-6d083607de2f","-","Lilly Corporate Ctr","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America"
